constructorResultsId,raceId,constructorId,points,status
consResID10906,raceID699,consID186,0,NULL
consResID10917,raceID700,consID176,0,NULL
consResID10916,raceID700,consID172,0,NULL
consResID10915,raceID700,consID183,0,NULL
consResID10914,raceID700,consID181,1,NULL
consResID10913,raceID700,consID170,2,NULL
consResID10926,raceID701,consID176,0,NULL
consResID10925,raceID701,consID6,0,NULL
consResID10924,raceID701,consID181,0,NULL
consResID10923,raceID701,consID11,1,NULL
consResID10922,raceID701,consID183,3,NULL
consResID10932,raceID702,consID170,0,NULL
consResID10931,raceID702,consID181,1,NULL
consResID10930,raceID702,consID183,3,NULL
consResID10929,raceID702,consID6,4,NULL
consResID10942,raceID703,consID11,0,NULL
consResID10941,raceID703,consID176,0,NULL
consResID10940,raceID703,consID170,0,NULL
consResID10939,raceID703,consID181,0,NULL
consResID10949,raceID704,consID176,0,NULL
consResID10948,raceID704,consID6,0,NULL
consResID10947,raceID704,consID11,1,NULL
consResID10946,raceID704,consID183,4,NULL
consResID10957,raceID705,consID181,0,NULL
consResID10956,raceID705,consID6,1,NULL
consResID10955,raceID705,consID170,3,NULL
consResID10954,raceID705,consID183,4,NULL
consResID10953,raceID705,consID66,6,NULL
consResID10965,raceID706,consID11,0,NULL
consResID10964,raceID706,consID172,0,NULL
consResID10963,raceID706,consID176,1,NULL
consResID10962,raceID706,consID170,2,NULL
consResID10961,raceID706,consID6,3,NULL
consResID10973,raceID707,consID181,0,NULL
consResID10972,raceID707,consID176,0,NULL
consResID10971,raceID707,consID11,0,NULL
consResID10970,raceID707,consID170,1,NULL
consResID10981,raceID708,consID66,0,NULL
consResID10980,raceID708,consID6,0,NULL
consResID10979,raceID708,consID176,1,NULL
consResID10728,raceID709,consID6,0,NULL
consResID10727,raceID709,consID183,0,NULL
consResID10726,raceID709,consID176,1,NULL
consResID10725,raceID709,consID170,2,NULL
consResID10737,raceID710,consID181,0,NULL
consResID10736,raceID710,consID170,0,NULL
consResID10735,raceID710,consID183,1,NULL
consResID10734,raceID710,consID176,2,NULL
consResID10744,raceID711,consID6,0,NULL
consResID10743,raceID711,consID94,0,NULL
consResID10742,raceID711,consID66,3,NULL
consResID10741,raceID711,consID183,4,NULL
consResID10752,raceID712,consID6,0,NULL
consResID10751,raceID712,consID176,0,NULL
consResID10750,raceID712,consID170,1,NULL
consResID10749,raceID712,consID172,3,NULL
consResID10761,raceID713,consID181,0,NULL
consResID10760,raceID713,consID94,0,NULL
consResID10759,raceID713,consID170,1,NULL
consResID10758,raceID713,consID183,3,NULL
consResID10757,raceID713,consID6,4,NULL
consResID10771,raceID714,consID170,0,NULL
consResID10770,raceID714,consID11,0,NULL
consResID10769,raceID714,consID176,0,NULL
consResID10768,raceID714,consID183,0,NULL
consResID10767,raceID714,consID172,0,NULL
consResID10779,raceID715,consID170,0,NULL
consResID10778,raceID715,consID181,0,NULL
consResID10777,raceID715,consID176,0,NULL
consResID10776,raceID715,consID94,2,NULL
consResID10775,raceID715,consID183,4,NULL
consResID10788,raceID716,consID176,0,NULL
consResID10787,raceID716,consID183,0,NULL
consResID10786,raceID716,consID181,0,NULL
consResID10785,raceID716,consID172,1,NULL
consResID10784,raceID716,consID94,2,NULL
consResID10799,raceID717,consID170,0,NULL
consResID10798,raceID717,consID11,0,NULL
consResID10797,raceID717,consID183,0,NULL
consResID10796,raceID717,consID176,0,NULL
consResID10795,raceID717,consID94,1,NULL
consResID10794,raceID717,consID172,2,NULL
consResID10806,raceID718,consID181,0,NULL
consResID10805,raceID718,consID94,0,NULL
consResID10804,raceID718,consID66,0,NULL
consResID10803,raceID718,consID170,0,NULL
consResID10527,raceID719,consID92,0,NULL
consResID10526,raceID719,consID54,0,NULL
consResID10525,raceID719,consID34,0,NULL
consResID10524,raceID719,consID26,0,NULL
consResID10523,raceID719,consID176,0,NULL
consResID10522,raceID719,consID172,1,NULL
consResID10538,raceID720,consID176,0,NULL
consResID10537,raceID720,consID26,0,NULL
consResID10536,raceID720,consID6,0,NULL
consResID10535,raceID720,consID92,0,NULL
consResID10534,raceID720,consID95,1,NULL
consResID10533,raceID720,consID66,3,NULL
consResID10532,raceID720,consID34,4,NULL
consResID10550,raceID721,consID54,0,NULL
consResID10549,raceID721,consID26,0,NULL
consResID10548,raceID721,consID170,0,NULL
consResID10547,raceID721,consID95,0,NULL
consResID10546,raceID721,consID176,0,NULL
consResID10545,raceID721,consID66,2,NULL
consResID10560,raceID722,consID92,0,NULL
consResID10559,raceID722,consID6,0,NULL
consResID10558,raceID722,consID94,0,NULL
consResID10557,raceID722,consID26,0,NULL
consResID10556,raceID722,consID176,1,NULL
consResID10555,raceID722,consID34,3,NULL
consResID10573,raceID723,consID94,0,NULL
consResID10572,raceID723,consID92,0,NULL
consResID10571,raceID723,consID97,0,NULL
consResID10570,raceID723,consID34,0,NULL
consResID10569,raceID723,consID95,0,NULL
consResID10568,raceID723,consID170,0,NULL
consResID10567,raceID723,consID26,0,NULL
consResID10585,raceID724,consID97,0,NULL
consResID10584,raceID724,consID26,0,NULL
consResID10583,raceID724,consID92,0,NULL
consResID10582,raceID724,consID34,0,NULL
consResID10581,raceID724,consID170,1,NULL
consResID10580,raceID724,consID176,2,NULL
consResID10579,raceID724,consID95,3,NULL
consResID10600,raceID725,consID167,0,NULL
consResID10599,raceID725,consID95,0,NULL
consResID10598,raceID725,consID92,0,NULL
consResID10597,raceID725,consID97,0,NULL
consResID10596,raceID725,consID6,0,NULL
consResID10595,raceID725,consID54,0,NULL
consResID10594,raceID725,consID26,0,NULL
consResID10593,raceID725,consID176,0,NULL
consResID10611,raceID726,consID26,0,NULL
consResID10610,raceID726,consID176,0,NULL
consResID10609,raceID726,consID170,0,NULL
consResID10608,raceID726,consID98,0,NULL
consResID10607,raceID726,consID95,1,NULL
consResID10606,raceID726,consID6,2,NULL
consResID10605,raceID726,consID34,3,NULL
consResID10620,raceID727,consID6,0,NULL
consResID10619,raceID727,consID54,0,NULL
consResID10618,raceID727,consID95,0,NULL
consResID10617,raceID727,consID176,0,NULL
consResID10616,raceID727,consID170,2,NULL
consResID10333,raceID729,consID26,0,NULL
consResID10332,raceID729,consID99,0,NULL
consResID10331,raceID729,consID95,1,NULL
consResID10330,raceID729,consID170,2,NULL
consResID10329,raceID729,consID6,4,NULL
consResID10328,raceID729,consID172,6,NULL
consResID10341,raceID730,consID175,0,NULL
consResID10340,raceID730,consID176,0,NULL
consResID10339,raceID730,consID172,0,NULL
consResID10338,raceID730,consID66,1,NULL
consResID10337,raceID730,consID95,2,NULL
consResID10336,raceID730,consID26,3,NULL
consResID10347,raceID731,consID170,0,NULL
consResID10346,raceID731,consID95,0,NULL
consResID10345,raceID731,consID26,2,NULL
consResID10344,raceID731,consID6,4,NULL
consResID10343,raceID731,consID66,6,NULL
consResID10354,raceID732,consID87,0,NULL
consResID10353,raceID732,consID172,0,NULL
consResID10352,raceID732,consID26,2,NULL
consResID10351,raceID732,consID66,4,NULL
consResID10365,raceID733,consID97,0,NULL
consResID10364,raceID733,consID176,0,NULL
consResID10363,raceID733,consID6,0,NULL
consResID10362,raceID733,consID99,0,NULL
consResID10361,raceID733,consID95,0,NULL
consResID10360,raceID733,consID66,3,NULL
consResID10373,raceID734,consID34,0,NULL
consResID10372,raceID734,consID100,0,NULL
consResID10371,raceID734,consID6,1,NULL
consResID10370,raceID734,consID170,2,NULL
consResID10369,raceID734,consID172,3,NULL
consResID10368,raceID734,consID95,4,NULL
consResID10384,raceID735,consID97,0,NULL
consResID10383,raceID735,consID99,0,NULL
consResID10382,raceID735,consID26,0,NULL
consResID10381,raceID735,consID176,0,NULL
consResID10380,raceID735,consID172,0,NULL
consResID10379,raceID735,consID95,1,NULL
consResID10393,raceID736,consID176,1,NULL
consResID10392,raceID736,consID95,2,NULL
consResID10391,raceID736,consID34,3,NULL
consResID10390,raceID736,consID170,4,NULL
consResID10401,raceID737,consID26,0,NULL
consResID10400,raceID737,consID89,0,NULL
consResID10399,raceID737,consID95,0,NULL
consResID10398,raceID737,consID172,2,NULL
consResID10397,raceID737,consID34,3,NULL
consResID10219,raceID741,consID101,0,NULL
consResID10199,raceID738,consID99,0,NULL
consResID10198,raceID738,consID66,0,NULL
consResID10197,raceID738,consID167,0,NULL
consResID10196,raceID738,consID170,1,NULL
consResID10210,raceID740,consID167,0,NULL
consResID10204,raceID739,consID95,0,NULL
consResID10203,raceID739,consID66,0,NULL
consResID10201,raceID739,consID172,4,NULL
consResID10209,raceID740,consID66,0,NULL
consResID10208,raceID740,consID172,0,NULL
consResID10207,raceID740,consID95,1,NULL
consResID10218,raceID741,consID99,0,NULL
consResID10217,raceID741,consID174,0,NULL
consResID10216,raceID741,consID167,0,NULL
consResID10215,raceID741,consID66,1,NULL
consResID10212,raceID741,consID95,6,NULL
consResID10327,raceID729,consID66,9,NULL
consResID10246,raceID744,consID99,0,NULL
consResID10228,raceID742,consID99,0,NULL
consResID10227,raceID742,consID102,0,NULL
consResID10222,raceID742,consID95,2,NULL
consResID10235,raceID743,consID103,0,NULL
consResID10234,raceID743,consID66,0,NULL
consResID10233,raceID743,consID167,0,NULL
consResID10232,raceID743,consID95,0,NULL
consResID10245,raceID744,consID174,0,NULL
consResID10244,raceID744,consID101,0,NULL
consResID10243,raceID744,consID175,0,NULL
consResID10242,raceID744,consID173,0,NULL
consResID10241,raceID744,consID172,0,NULL
consResID10240,raceID744,consID167,0,NULL
consResID10250,raceID745,consID170,3,NULL
consResID10249,raceID745,consID66,4,NULL
consResID10248,raceID745,consID95,6,NULL
consResID10247,raceID745,consID172,9,NULL
consResID10028,raceID749,consID117,0,NULL
consResID10027,raceID749,consID167,0,NULL
consResID10026,raceID749,consID6,2,NULL
consResID10025,raceID749,consID66,4,NULL
consResID10024,raceID749,consID32,6,NULL
consResID10023,raceID749,consID170,8,NULL
consResID9903,raceID757,consID115,0,NULL
consResID9902,raceID757,consID109,0,NULL
consResID9901,raceID757,consID121,0,NULL
consResID9893,raceID756,consID105,0,NULL
consResID9900,raceID757,consID120,0,NULL
consResID9899,raceID757,consID119,0,NULL
consResID9898,raceID757,consID114,0,NULL
consResID10010,raceID747,consID101,0,NULL
consResID10009,raceID747,consID167,0,NULL
consResID10008,raceID747,consID66,2,NULL
consResID10007,raceID747,consID6,4,NULL
consResID10006,raceID747,consID170,6,NULL
consResID10005,raceID747,consID32,8,NULL
consResID10003,raceID746,consID104,0,NULL
consResID10002,raceID746,consID66,0,NULL
consResID10001,raceID746,consID32,1,NULL
consResID10000,raceID746,consID167,3,NULL
consResID9999,raceID746,consID6,8,NULL
consResID9998,raceID746,consID170,8,NULL
consResID9886,raceID764,consID105,0,NULL
consResID9885,raceID764,consID125,0,NULL
consResID9884,raceID764,consID169,0,NULL
consResID9883,raceID764,consID124,0,NULL
consResID9882,raceID764,consID168,0,NULL
consResID9881,raceID764,consID113,0,NULL
consResID9880,raceID764,consID167,0,NULL
consResID9879,raceID764,consID95,0,NULL
consResID9904,raceID757,consID122,0,NULL
consResID9875,raceID763,consID32,0,NULL
consResID9874,raceID763,consID105,0,NULL
consResID9873,raceID763,consID167,0,NULL
consResID9871,raceID763,consID66,0,NULL
consResID9872,raceID763,consID117,0,NULL
consResID9937,raceID762,consID32,0,NULL
consResID9936,raceID762,consID167,0,NULL
consResID9935,raceID762,consID117,0,NULL
consResID9933,raceID762,consID6,4,NULL
consResID9931,raceID761,consID32,0,NULL
consResID9930,raceID761,consID167,0,NULL
consResID9928,raceID761,consID170,3,NULL
consResID9916,raceID759,consID32,0,NULL
consResID9926,raceID760,consID123,0,NULL
consResID9925,raceID760,consID118,0,NULL
consResID9924,raceID760,consID101,0,NULL
consResID9923,raceID760,consID167,0,NULL
consResID9922,raceID760,consID105,0,NULL
consResID9921,raceID760,consID169,0,NULL
consResID9920,raceID760,consID32,0,NULL
consResID9915,raceID759,consID167,0,NULL
consResID9914,raceID759,consID105,0,NULL
consResID10022,raceID748,consID116,0,NULL
consResID9912,raceID759,consID170,4,NULL
consResID9910,raceID758,consID117,0,NULL
consResID9909,raceID758,consID95,0,NULL
consResID9908,raceID758,consID6,2,NULL
consResID9907,raceID758,consID32,3,NULL
consResID9906,raceID758,consID170,6,NULL
consResID9905,raceID758,consID66,8,NULL
consResID9897,raceID757,consID113,0,NULL
consResID9896,raceID757,consID108,3,NULL
consResID9895,raceID757,consID110,5,NULL
consResID9929,raceID761,consID66,2,NULL
consResID9892,raceID756,consID95,0,NULL
consResID9891,raceID756,consID32,0,NULL
consResID9890,raceID756,consID66,0,NULL
consResID9889,raceID756,consID167,0,NULL
consResID9888,raceID756,consID6,6,NULL
consResID9887,raceID756,consID170,8,NULL
consResID9669,raceID775,consID32,0,NULL
consResID9668,raceID775,consID87,0,NULL
consResID9667,raceID775,consID105,0,NULL
consResID9666,raceID775,consID66,5,NULL
consResID9665,raceID775,consID6,10,NULL
consResID9664,raceID775,consID118,9,NULL
consResID9663,raceID774,consID66,0,NULL
consResID9662,raceID774,consID32,0,NULL
consResID9661,raceID774,consID87,2,NULL
consResID9660,raceID774,consID105,0,NULL
consResID9659,raceID774,consID6,6,NULL
consResID9658,raceID774,consID118,8,NULL
consResID9657,raceID773,consID32,0,NULL
consResID9656,raceID773,consID105,0,NULL
consResID9655,raceID773,consID87,0,NULL
consResID9654,raceID773,consID66,3,NULL
consResID9653,raceID773,consID6,6,NULL
consResID9652,raceID773,consID118,8,NULL
consResID9651,raceID772,consID105,0,NULL
consResID9650,raceID772,consID66,0,NULL
consResID9649,raceID772,consID32,0,NULL
consResID9648,raceID772,consID95,0,NULL
consResID9647,raceID772,consID6,3,NULL
consResID9646,raceID772,consID87,6,NULL
consResID9645,raceID772,consID118,8,NULL
consResID9644,raceID771,consID125,0,NULL
consResID9643,raceID771,consID32,0,NULL
consResID9642,raceID771,consID105,0,NULL
consResID9641,raceID771,consID66,2,NULL
consResID9640,raceID771,consID118,3,NULL
consResID9639,raceID771,consID87,4,NULL
consResID9638,raceID771,consID6,8,NULL
consResID9637,raceID770,consID32,0,NULL
consResID9636,raceID770,consID66,0,NULL
consResID9635,raceID770,consID87,0,NULL
consResID9634,raceID770,consID105,3,NULL
consResID9633,raceID770,consID118,6,NULL
consResID9632,raceID770,consID6,8,NULL
consResID9631,raceID769,consID87,0,NULL
consResID9630,raceID769,consID105,0,NULL
consResID9629,raceID769,consID66,2,NULL
consResID9628,raceID769,consID32,3,NULL
consResID9627,raceID769,consID6,6,NULL
consResID9626,raceID769,consID118,8,NULL
consResID9927,raceID761,consID6,8,NULL
consResID9919,raceID760,consID117,0,NULL
consResID9918,raceID760,consID66,6,NULL
consResID9917,raceID760,consID170,8,NULL
consResID9934,raceID762,consID66,2,NULL
consResID9618,raceID767,consID95,0,NULL
consResID9617,raceID767,consID105,0,NULL
consResID9616,raceID767,consID32,0,NULL
consResID9615,raceID767,consID6,2,NULL
consResID9614,raceID767,consID87,3,NULL
consResID9613,raceID767,consID66,6,NULL
consResID9612,raceID767,consID118,8,NULL
consResID9611,raceID766,consID127,0,NULL
consResID9610,raceID766,consID125,0,NULL
consResID9609,raceID766,consID118,0,NULL
consResID9608,raceID766,consID105,0,NULL
consResID9607,raceID766,consID32,0,NULL
consResID9606,raceID766,consID66,2,NULL
consResID9605,raceID766,consID6,6,NULL
consResID9604,raceID766,consID87,8,NULL
consResID9603,raceID765,consID105,3,NULL
consResID9602,raceID765,consID6,6,NULL
consResID9601,raceID765,consID87,8,NULL
consResID11238,raceID687,consID194,0,NULL
consResID11231,raceID686,consID170,0,NULL
consResID11230,raceID686,consID189,0,NULL
consResID11229,raceID686,consID176,0,NULL
consResID11228,raceID686,consID167,0,NULL
consResID11221,raceID685,consID90,0,NULL
consResID11220,raceID685,consID82,0,NULL
consResID11219,raceID685,consID190,0,NULL
consResID11218,raceID685,consID26,0,NULL
consResID11210,raceID684,consID193,0,NULL
consResID11209,raceID684,consID190,0,NULL
consResID11208,raceID684,consID183,0,NULL
consResID11201,raceID683,consID183,0,NULL
consResID11200,raceID683,consID180,0,NULL
consResID11199,raceID683,consID190,0,NULL
consResID11194,raceID682,consID11,0,NULL
consResID11193,raceID682,consID191,0,NULL
consResID11186,raceID681,consID194,0,NULL
consResID11185,raceID681,consID190,0,NULL
consResID11184,raceID681,consID11,0,NULL
consResID11183,raceID681,consID167,0,NULL
consResID11182,raceID681,consID183,0,NULL
consResID11176,raceID680,consID189,0,NULL
consResID11175,raceID680,consID183,0,NULL
consResID11174,raceID680,consID82,0,NULL
consResID11173,raceID680,consID190,0,NULL
consResID11172,raceID680,consID11,0,NULL
consResID11164,raceID679,consID66,0,NULL
consResID11163,raceID679,consID189,0,NULL
consResID11162,raceID679,consID176,0,NULL
consResID11161,raceID679,consID184,0,NULL
consResID11147,raceID697,consID189,0,NULL
consResID11137,raceID696,consID181,0,NULL
consResID11136,raceID696,consID189,0,NULL
consResID11135,raceID696,consID190,0,NULL
consResID11126,raceID695,consID181,0,NULL
consResID11116,raceID694,consID189,0,NULL
consResID11115,raceID694,consID183,0,NULL
consResID11107,raceID693,consID91,0,NULL
consResID11096,raceID692,consID176,0,NULL
consResID11087,raceID691,consID188,0,NULL
consResID11078,raceID690,consID187,0,NULL
consResID11077,raceID690,consID183,0,NULL
consResID11150,raceID698,consID11,3,NULL
consResID11149,raceID698,consID191,6,NULL
consResID11148,raceID698,consID167,9,NULL
consResID11141,raceID697,consID172,1,NULL
consResID11140,raceID697,consID187,2,NULL
consResID11139,raceID697,consID167,6,NULL
consResID11138,raceID697,consID176,9,NULL
consResID11130,raceID696,consID176,2,NULL
consResID11129,raceID696,consID167,3,NULL
consResID11128,raceID696,consID191,4,NULL
consResID11127,raceID696,consID6,9,NULL
consResID11120,raceID695,consID6,1,NULL
consResID11119,raceID695,consID66,3,NULL
consResID11118,raceID695,consID167,6,NULL
consResID11117,raceID695,consID191,9,NULL
consResID11110,raceID694,consID172,4,NULL
consResID11109,raceID694,consID66,6,NULL
consResID11108,raceID694,consID191,9,NULL
consResID11100,raceID693,consID167,2,NULL
consResID11099,raceID693,consID172,3,NULL
consResID11098,raceID693,consID66,4,NULL
consResID11097,raceID693,consID191,15,NULL
consResID11090,raceID692,consID167,3,NULL
consResID11089,raceID692,consID6,6,NULL
consResID11088,raceID692,consID191,9,NULL
consResID11081,raceID691,consID191,3,NULL
consResID11080,raceID691,consID167,6,NULL
consResID11079,raceID691,consID6,9,NULL
consResID11072,raceID690,consID167,0,NULL
consResID11071,raceID690,consID6,6,NULL
consResID11070,raceID690,consID66,9,NULL
consResID10982,raceID708,consID170,0,NULL
consResID10974,raceID707,consID172,0,NULL
consResID10966,raceID706,consID181,0,NULL
consResID10958,raceID705,consID176,0,NULL
consResID10951,raceID704,consID170,0,NULL
consResID10950,raceID704,consID181,0,NULL
consResID10943,raceID703,consID186,0,NULL
consResID10934,raceID702,consID11,0,NULL
consResID10933,raceID702,consID176,0,NULL
consResID10978,raceID708,consID181,3,NULL
consResID10977,raceID708,consID172,4,NULL
consResID10976,raceID708,consID183,6,NULL
consResID10975,raceID708,consID11,9,NULL
consResID10969,raceID707,consID6,3,NULL
consResID10968,raceID707,consID183,6,NULL
consResID10967,raceID707,consID66,9,NULL
consResID10960,raceID706,consID183,4,NULL
consResID10959,raceID706,consID66,9,NULL
consResID10952,raceID705,consID172,9,NULL
consResID10945,raceID704,consID66,6,NULL
consResID10944,raceID704,consID172,9,NULL
consResID10938,raceID703,consID183,1,NULL
consResID10937,raceID703,consID6,4,NULL
consResID10936,raceID703,consID66,6,NULL
consResID10935,raceID703,consID172,9,NULL
consResID10928,raceID702,consID66,6,NULL
consResID10927,raceID702,consID172,9,NULL
consResID10921,raceID701,consID170,4,NULL
consResID10920,raceID701,consID66,6,NULL
consResID10919,raceID701,consID172,9,NULL
consResID10912,raceID700,consID6,6,NULL
consResID10911,raceID700,consID66,9,NULL
consResID10905,raceID699,consID185,0,NULL
consResID10904,raceID699,consID176,0,NULL
consResID10903,raceID699,consID51,0,NULL
consResID10902,raceID699,consID182,0,NULL
consResID10901,raceID699,consID183,0,NULL
consResID10900,raceID699,consID181,0,NULL
consResID10899,raceID699,consID170,2,NULL
consResID10898,raceID699,consID66,4,NULL
consResID10897,raceID699,consID6,6,NULL
consResID10896,raceID699,consID172,9,NULL
consResID10807,raceID718,consID176,0,NULL
consResID10790,raceID716,consID11,0,NULL
consResID10789,raceID716,consID96,0,NULL
consResID10780,raceID715,consID172,0,NULL
consResID10772,raceID714,consID92,0,NULL
consResID10763,raceID713,consID182,0,NULL
consResID10762,raceID713,consID176,0,NULL
consResID10754,raceID712,consID181,0,NULL
consResID10753,raceID712,consID94,0,NULL
consResID10746,raceID711,consID176,0,NULL
consResID10745,raceID711,consID92,0,NULL
consResID10738,raceID710,consID95,0,NULL
consResID10730,raceID709,consID92,0,NULL
consResID10729,raceID709,consID94,0,NULL
consResID10802,raceID718,consID172,3,NULL
consResID10801,raceID718,consID6,6,NULL
consResID10800,raceID718,consID183,9,NULL
consResID10793,raceID717,consID181,4,NULL
consResID10792,raceID717,consID6,6,NULL
consResID10791,raceID717,consID66,9,NULL
consResID10783,raceID716,consID66,3,NULL
consResID10782,raceID716,consID170,6,NULL
consResID10781,raceID716,consID6,9,NULL
consResID10774,raceID715,consID66,6,NULL
consResID10773,raceID715,consID6,9,NULL
consResID10766,raceID714,consID181,3,NULL
consResID10765,raceID714,consID66,6,NULL
consResID10764,raceID714,consID6,9,NULL
consResID10756,raceID713,consID66,6,NULL
consResID10755,raceID713,consID172,9,NULL
consResID10748,raceID712,consID66,6,NULL
consResID10747,raceID712,consID183,9,NULL
consResID10740,raceID711,consID170,6,NULL
consResID10739,raceID711,consID172,9,NULL
consResID10733,raceID710,consID66,3,NULL
consResID10732,raceID710,consID6,6,NULL
consResID10731,raceID710,consID172,9,NULL
consResID10724,raceID709,consID172,4,NULL
consResID10723,raceID709,consID66,9,NULL
consResID10622,raceID727,consID32,0,NULL
consResID10621,raceID727,consID26,0,NULL
consResID10612,raceID726,consID54,0,NULL
consResID10602,raceID725,consID173,0,NULL
consResID10601,raceID725,consID179,0,NULL
consResID10587,raceID724,consID54,0,NULL
consResID10586,raceID724,consID177,0,NULL
consResID10575,raceID723,consID54,0,NULL
consResID10574,raceID723,consID86,0,NULL
consResID10562,raceID722,consID86,0,NULL
consResID10561,raceID722,consID54,0,NULL
consResID10551,raceID721,consID92,0,NULL
consResID10540,raceID720,consID94,0,NULL
consResID10539,raceID720,consID54,0,NULL
consResID10529,raceID719,consID95,0,NULL
consResID10528,raceID719,consID86,0,NULL
consResID10634,raceID728,consID26,0,NULL
consResID10633,raceID728,consID176,0,NULL
consResID10632,raceID728,consID51,0,NULL
consResID10631,raceID728,consID180,0,NULL
consResID10630,raceID728,consID167,0,NULL
consResID10629,raceID728,consID89,0,NULL
consResID10628,raceID728,consID95,0,NULL
consResID10627,raceID728,consID6,2,NULL
consResID10626,raceID728,consID170,3,NULL
consResID10625,raceID728,consID66,4,NULL
consResID10624,raceID728,consID34,6,NULL
consResID10623,raceID728,consID172,9,NULL
consResID10615,raceID727,consID66,4,NULL
consResID10614,raceID727,consID34,6,NULL
consResID10613,raceID727,consID172,9,NULL
consResID10604,raceID726,consID172,4,NULL
consResID10603,raceID726,consID66,9,NULL
consResID10592,raceID725,consID34,2,NULL
consResID10591,raceID725,consID94,3,NULL
consResID10590,raceID725,consID170,4,NULL
consResID10589,raceID725,consID66,6,NULL
consResID10588,raceID725,consID172,9,NULL
consResID10578,raceID724,consID66,4,NULL
consResID10577,raceID724,consID172,6,NULL
consResID10576,raceID724,consID6,9,NULL
consResID10566,raceID723,consID176,1,NULL
consResID10565,raceID723,consID66,4,NULL
consResID10564,raceID723,consID6,6,NULL
consResID10563,raceID723,consID172,9,NULL
consResID10554,raceID722,consID66,0,NULL
consResID10553,raceID722,consID170,6,NULL
consResID10552,raceID722,consID172,9,NULL
consResID10544,raceID721,consID94,3,NULL
consResID10543,raceID721,consID6,4,NULL
consResID10542,raceID721,consID34,6,NULL
consResID10541,raceID721,consID172,9,NULL
consResID10531,raceID720,consID170,6,NULL
consResID10530,raceID720,consID172,9,NULL
consResID10521,raceID719,consID6,3,NULL
consResID10520,raceID719,consID170,4,NULL
consResID10519,raceID719,consID66,9,NULL
consResID10403,raceID737,consID99,0,NULL
consResID10402,raceID737,consID178,0,NULL
consResID10394,raceID736,consID26,0,NULL
consResID10387,raceID735,consID177,0,NULL
consResID10386,raceID735,consID86,0,NULL
consResID10385,raceID735,consID174,0,NULL
consResID10375,raceID734,consID176,0,NULL
consResID10374,raceID734,consID97,0,NULL
consResID10356,raceID732,consID32,0,NULL
consResID10355,raceID732,consID176,0,NULL
consResID10348,raceID731,consID176,0,NULL
consResID10396,raceID737,consID170,6,NULL
consResID10395,raceID737,consID66,9,NULL
consResID10389,raceID736,consID66,6,NULL
consResID10388,raceID736,consID172,9,NULL
consResID10378,raceID735,consID6,3,NULL
consResID10377,raceID735,consID170,4,NULL
consResID10376,raceID735,consID66,9,NULL
consResID10367,raceID734,consID26,6,NULL
consResID10366,raceID734,consID66,9,NULL
consResID10359,raceID733,consID170,4,NULL
consResID10358,raceID733,consID26,6,NULL
consResID10357,raceID733,consID172,9,NULL
consResID10350,raceID732,consID170,6,NULL
consResID10349,raceID732,consID95,9,NULL
consResID10342,raceID731,consID172,9,NULL
consResID10335,raceID730,consID6,6,NULL
consResID10334,raceID730,consID170,9,NULL
consResID10239,raceID744,consID66,2,NULL
consResID10226,raceID742,consID97,0,NULL
consResID10225,raceID742,consID167,0,NULL
consResID10224,raceID742,consID172,0,NULL
consResID10214,raceID741,consID170,2,NULL
consResID10206,raceID740,consID170,2,NULL
consResID10238,raceID744,consID170,4,NULL
consResID10237,raceID744,consID95,6,NULL
consResID10236,raceID744,consID6,9,NULL
consResID10231,raceID743,consID170,2,NULL
consResID10230,raceID743,consID6,6,NULL
consResID10229,raceID743,consID172,9,NULL
consResID10223,raceID742,consID66,0,NULL
consResID10221,raceID742,consID170,4,NULL
consResID10220,raceID742,consID6,19,NULL
consResID10213,raceID741,consID172,4,NULL
consResID10211,raceID741,consID6,9,NULL
consResID10205,raceID740,consID6,9,NULL
consResID10202,raceID739,consID170,1,NULL
consResID10200,raceID739,consID6,9,NULL
consResID10195,raceID738,consID95,2,NULL
consResID10194,raceID738,consID6,6,NULL
consResID10193,raceID738,consID172,9,NULL
consResID10070,raceID755,consID105,0,NULL
consResID10069,raceID755,consID171,0,NULL
consResID10063,raceID754,consID105,0,NULL
consResID10062,raceID754,consID167,0,NULL
consResID10055,raceID753,consID66,0,NULL
consResID10050,raceID752,consID171,0,NULL
consResID10049,raceID752,consID167,0,NULL
consResID10042,raceID751,consID106,0,NULL
consResID10041,raceID751,consID118,0,NULL
consResID10029,raceID749,consID106,0,NULL
consResID10012,raceID747,consID171,0,NULL
consResID10011,raceID747,consID106,0,NULL
consResID10004,raceID746,consID105,0,NULL
consResID10021,raceID748,consID115,0,NULL
consResID10020,raceID748,consID114,0,NULL
consResID10019,raceID748,consID113,0,NULL
consResID10018,raceID748,consID112,0,NULL
consResID10017,raceID748,consID111,1,NULL
consResID10016,raceID748,consID110,2,NULL
consResID10015,raceID748,consID109,3,NULL
consResID10014,raceID748,consID108,4,NULL
consResID10013,raceID748,consID107,8,NULL
consResID9894,raceID757,consID107,8,NULL
consResID9911,raceID759,consID6,8,NULL
consResID9878,raceID764,consID32,2,NULL
consResID9877,raceID764,consID6,4,NULL
consResID9876,raceID764,consID170,8,NULL
consResID9870,raceID763,consID6,6,NULL
consResID9869,raceID763,consID170,8,NULL
consResID9932,raceID762,consID170,8,NULL
consResID10068,raceID755,consID106,0,NULL
consResID10067,raceID755,consID167,0,NULL
