driverStandingsId,raceId,driverId,points,position,positionText,wins
driverStandID13845,raceID46,driverID16,0,21,21,0
driverStandID13844,raceID46,driverID19,0,20,20,0
driverStandID13843,raceID46,driverID18,1,16,16,0
driverStandID13842,raceID46,driverID24,0,23,23,0
driverStandID13841,raceID46,driverID17,8,10,10,0
driverStandID13840,raceID46,driverID11,4,15,15,0
driverStandID13838,raceID46,driverID5,16,8,8,0
driverStandID13837,raceID46,driverID15,7,13,13,0
driverStandID13836,raceID46,driverID23,5,14,14,0
driverStandID13835,raceID46,driverID3,7,12,12,0
driverStandID13833,raceID46,driverID21,17,7,7,0
driverStandID13830,raceID46,driverID4,73,2,2,3
driverStandID13856,raceID47,driverID21,17,8,8,0
driverStandID13875,raceID47,driverID29,0,24,24,0
driverStandID13874,raceID47,driverID20,1,17,17,0
driverStandID13873,raceID47,driverID14,8,12,12,0
driverStandID13872,raceID47,driverID27,0,22,22,0
driverStandID13871,raceID47,driverID9,29,6,6,0
driverStandID13870,raceID47,driverID26,0,19,19,0
driverStandID13869,raceID47,driverID25,13,9,9,0
driverStandID13868,raceID47,driverID16,0,21,21,0
driverStandID13867,raceID47,driverID19,0,20,20,0
driverStandID13866,raceID47,driverID18,1,16,16,0
driverStandID13865,raceID47,driverID24,0,23,23,0
driverStandID13864,raceID47,driverID17,8,11,11,0
driverStandID13863,raceID47,driverID11,4,15,15,0
driverStandID13862,raceID47,driverID22,0,18,18,0
driverStandID13861,raceID47,driverID5,19,7,7,0
driverStandID13858,raceID47,driverID3,9,10,10,0
driverStandID13857,raceID47,driverID13,69,3,3,3
driverStandID13855,raceID47,driverID2,47,5,5,0
driverStandID13853,raceID47,driverID4,79,2,2,3
driverStandID13879,raceID48,driverID2,52,5,5,0
driverStandID13899,raceID48,driverID29,0,24,24,0
driverStandID13898,raceID48,driverID20,1,17,17,0
driverStandID13897,raceID48,driverID14,8,12,12,0
driverStandID13896,raceID48,driverID27,0,22,22,0
driverStandID13895,raceID48,driverID9,33,6,6,0
driverStandID13894,raceID48,driverID26,0,19,19,0
driverStandID13893,raceID48,driverID25,13,9,9,0
driverStandID13892,raceID48,driverID16,0,21,21,0
driverStandID13891,raceID48,driverID19,0,20,20,0
driverStandID13890,raceID48,driverID18,2,16,16,0
driverStandID13889,raceID48,driverID24,0,23,23,0
driverStandID13888,raceID48,driverID17,8,11,11,0
driverStandID13887,raceID48,driverID11,4,15,15,0
driverStandID13886,raceID48,driverID22,0,18,18,0
driverStandID13885,raceID48,driverID5,21,7,7,0
driverStandID13884,raceID48,driverID15,7,13,13,0
driverStandID13881,raceID48,driverID13,69,4,4,3
driverStandID13880,raceID48,driverID21,17,8,8,0
driverStandID13877,raceID48,driverID4,89,2,2,4
driverStandID13903,raceID49,driverID2,56,5,5,0
driverStandID13923,raceID49,driverID29,0,24,24,0
driverStandID13922,raceID49,driverID20,1,17,17,0
driverStandID13921,raceID49,driverID14,8,12,12,0
driverStandID13920,raceID49,driverID27,0,23,23,0
driverStandID13919,raceID49,driverID9,33,6,6,0
driverStandID13918,raceID49,driverID26,0,19,19,0
driverStandID13917,raceID49,driverID25,13,10,10,0
driverStandID13916,raceID49,driverID16,0,22,22,0
driverStandID13915,raceID49,driverID19,0,20,20,0
driverStandID13914,raceID49,driverID18,2,16,16,0
driverStandID13913,raceID49,driverID24,0,21,21,0
driverStandID13912,raceID49,driverID17,10,11,11,0
driverStandID13911,raceID49,driverID11,4,15,15,0
driverStandID13910,raceID49,driverID22,0,18,18,0
driverStandID13909,raceID49,driverID5,22,7,7,0
driverStandID13908,raceID49,driverID15,7,13,13,0
driverStandID13905,raceID49,driverID13,77,4,4,3
driverStandID13904,raceID49,driverID21,17,8,8,0
driverStandID13901,raceID49,driverID4,95,2,2,4
driverStandID13927,raceID50,driverID2,56,5,5,0
driverStandID13947,raceID50,driverID29,0,23,23,0
driverStandID13946,raceID50,driverID20,1,18,18,0
driverStandID13945,raceID50,driverID14,13,11,11,0
driverStandID13944,raceID50,driverID27,0,24,24,0
driverStandID13943,raceID50,driverID9,35,6,6,0
driverStandID13942,raceID50,driverID26,0,21,21,0
driverStandID13941,raceID50,driverID25,13,10,10,0
driverStandID13940,raceID50,driverID16,1,17,17,0
driverStandID13939,raceID50,driverID19,0,22,22,0
driverStandID13938,raceID50,driverID18,2,16,16,0
driverStandID13937,raceID50,driverID24,0,20,20,0
driverStandID13936,raceID50,driverID17,10,12,12,0
driverStandID13935,raceID50,driverID11,4,15,15,0
driverStandID13934,raceID50,driverID22,0,19,19,0
driverStandID13933,raceID50,driverID5,30,7,7,0
driverStandID13932,raceID50,driverID15,7,13,13,0
driverStandID13929,raceID50,driverID13,80,4,4,3
driverStandID13928,raceID50,driverID21,21,8,8,0
driverStandID13925,raceID50,driverID4,95,2,2,4
driverStandID13951,raceID51,driverID2,58,5,5,0
driverStandID13971,raceID51,driverID29,0,23,23,0
driverStandID13970,raceID51,driverID20,6,14,14,0
driverStandID13969,raceID51,driverID14,14,10,10,0
driverStandID13968,raceID51,driverID27,0,24,24,0
driverStandID13967,raceID51,driverID9,35,6,6,0
driverStandID13966,raceID51,driverID26,0,21,21,0
driverStandID13965,raceID51,driverID25,13,11,11,0
driverStandID13964,raceID51,driverID16,1,19,19,0
driverStandID13963,raceID51,driverID19,0,22,22,0
driverStandID13962,raceID51,driverID18,6,15,15,0
driverStandID13961,raceID51,driverID24,3,18,18,0
driverStandID13960,raceID51,driverID17,10,12,12,0
driverStandID13959,raceID51,driverID11,4,17,17,0
driverStandID13958,raceID51,driverID22,0,20,20,0
driverStandID13957,raceID51,driverID5,30,7,7,0
driverStandID13956,raceID51,driverID15,7,13,13,0
driverStandID13955,raceID51,driverID23,5,16,16,0
driverStandID13953,raceID51,driverID13,86,4,4,3
driverStandID13952,raceID51,driverID21,21,8,8,0
driverStandID13949,raceID51,driverID4,103,2,2,4
driverStandID13972,raceID52,driverID8,110,1,1,6
driverStandID13996,raceID52,driverID6,0,22,22,0
driverStandID13995,raceID52,driverID29,0,24,24,0
driverStandID13994,raceID52,driverID20,6,14,14,0
driverStandID13993,raceID52,driverID14,14,10,10,0
driverStandID13992,raceID52,driverID27,0,25,25,0
driverStandID13991,raceID52,driverID9,39,6,6,0
driverStandID13990,raceID52,driverID26,0,21,21,0
driverStandID13989,raceID52,driverID25,13,11,11,0
driverStandID13988,raceID52,driverID16,1,19,19,0
driverStandID13987,raceID52,driverID19,0,23,23,0
driverStandID13986,raceID52,driverID18,6,15,15,0
driverStandID13985,raceID52,driverID24,3,18,18,0
driverStandID13984,raceID52,driverID17,10,12,12,0
driverStandID13983,raceID52,driverID11,4,17,17,0
driverStandID13982,raceID52,driverID22,0,20,20,0
driverStandID13981,raceID52,driverID5,30,7,7,0
driverStandID13980,raceID52,driverID15,8,13,13,0
driverStandID13979,raceID52,driverID23,5,16,16,0
driverStandID13978,raceID52,driverID3,20,9,9,0
driverStandID13977,raceID52,driverID13,94,4,4,3
driverStandID13975,raceID52,driverID2,61,5,5,0
driverStandID13973,raceID52,driverID4,109,3,3,4
driverStandID12824,raceID53,driverID11,0,18,18,0
driverStandID12823,raceID53,driverID33,0,17,17,0
driverStandID12822,raceID53,driverID15,0,16,16,0
driverStandID12821,raceID53,driverID22,0,15,15,0
driverStandID12820,raceID53,driverID23,0,14,14,0
driverStandID12819,raceID53,driverID26,0,13,13,0
driverStandID12818,raceID53,driverID2,0,12,12,0
driverStandID12817,raceID53,driverID24,0,11,11,0
driverStandID12816,raceID53,driverID14,0,10,10,0
driverStandID12815,raceID53,driverID13,0,9,9,0
driverStandID12814,raceID53,driverID32,1,8,8,0
driverStandID12813,raceID53,driverID3,2,7,7,0
driverStandID12812,raceID53,driverID17,3,6,6,0
driverStandID12811,raceID53,driverID31,4,5,5,0
driverStandID12810,raceID53,driverID18,5,4,4,0
driverStandID12809,raceID53,driverID8,6,3,3,0
driverStandID12808,raceID53,driverID30,8,2,2,0
driverStandID12807,raceID53,driverID4,10,1,1,1
driverStandID12845,raceID54,driverID27,0,17,17,0
driverStandID12844,raceID54,driverID35,2,10,10,0
driverStandID12843,raceID54,driverID21,10,4,4,1
driverStandID12842,raceID54,driverID11,0,21,21,0
driverStandID12841,raceID54,driverID33,0,19,19,0
driverStandID12840,raceID54,driverID15,0,13,13,0
driverStandID12839,raceID54,driverID22,0,14,14,0
driverStandID12838,raceID54,driverID23,1,11,11,0
driverStandID12837,raceID54,driverID26,0,20,20,0
driverStandID12836,raceID54,driverID2,0,18,18,0
driverStandID12835,raceID54,driverID24,0,16,16,0
driverStandID12834,raceID54,driverID14,0,15,15,0
driverStandID12833,raceID54,driverID13,4,7,7,0
driverStandID12832,raceID54,driverID32,1,12,12,0
driverStandID12831,raceID54,driverID3,2,9,9,0
driverStandID12830,raceID54,driverID17,3,8,8,0
driverStandID12829,raceID54,driverID31,9,5,5,0
driverStandID12828,raceID54,driverID18,11,3,3,0
driverStandID12827,raceID54,driverID8,6,6,6,0
driverStandID12826,raceID54,driverID30,11,2,2,0
driverStandID12825,raceID54,driverID4,18,1,1,1
driverStandID12867,raceID55,driverID34,0,22,22,0
driverStandID12866,raceID55,driverID27,0,19,19,0
driverStandID12865,raceID55,driverID35,5,9,9,0
driverStandID12864,raceID55,driverID21,14,2,2,1
driverStandID12863,raceID55,driverID11,0,20,20,0
driverStandID12862,raceID55,driverID33,0,21,21,0
driverStandID12861,raceID55,driverID15,0,17,17,0
driverStandID12860,raceID55,driverID22,2,12,12,0
driverStandID12859,raceID55,driverID23,7,7,7,0
driverStandID12858,raceID55,driverID26,0,16,16,0
driverStandID12857,raceID55,driverID2,5,8,8,0
driverStandID12856,raceID55,driverID24,0,18,18,0
driverStandID12855,raceID55,driverID14,1,14,14,0
driverStandID12854,raceID55,driverID13,4,10,10,0
driverStandID12853,raceID55,driverID32,1,15,15,0
driverStandID12852,raceID55,driverID3,2,13,13,0
driverStandID12851,raceID55,driverID17,3,11,11,0
driverStandID12850,raceID55,driverID31,9,6,6,0
driverStandID12849,raceID55,driverID18,11,5,5,0
driverStandID12848,raceID55,driverID8,14,3,3,0
driverStandID12847,raceID55,driverID30,11,4,4,0
driverStandID12846,raceID55,driverID4,28,1,1,2
driverStandID12889,raceID56,driverID34,0,22,22,0
driverStandID12888,raceID56,driverID27,0,19,19,0
driverStandID12887,raceID56,driverID35,5,11,11,0
driverStandID12886,raceID56,driverID21,15,4,4,1
driverStandID12885,raceID56,driverID11,0,20,20,0
driverStandID12884,raceID56,driverID33,0,21,21,0
driverStandID12883,raceID56,driverID15,0,17,17,0
driverStandID12882,raceID56,driverID22,2,12,12,0
driverStandID12881,raceID56,driverID23,7,8,8,0
driverStandID12880,raceID56,driverID26,0,16,16,0
driverStandID12879,raceID56,driverID2,5,10,10,0
driverStandID12878,raceID56,driverID24,0,18,18,0
driverStandID12877,raceID56,driverID14,1,14,14,0
driverStandID12876,raceID56,driverID13,9,7,7,0
driverStandID12875,raceID56,driverID32,1,15,15,0
driverStandID12874,raceID56,driverID3,2,13,13,0
driverStandID12873,raceID56,driverID17,6,9,9,0
driverStandID12872,raceID56,driverID31,15,5,5,0
driverStandID12871,raceID56,driverID18,13,6,6,0
driverStandID12870,raceID56,driverID8,18,3,3,0
driverStandID12869,raceID56,driverID30,21,2,2,1
driverStandID12868,raceID56,driverID4,36,1,1,2
driverStandID12911,raceID57,driverID34,0,22,22,0
driverStandID12910,raceID57,driverID27,0,19,19,0
driverStandID12909,raceID57,driverID35,6,11,11,0
driverStandID12908,raceID57,driverID21,18,4,4,1
driverStandID12907,raceID57,driverID11,0,21,21,0
driverStandID12906,raceID57,driverID33,0,20,20,0
driverStandID12905,raceID57,driverID15,0,16,16,0
driverStandID12904,raceID57,driverID22,6,9,9,0
driverStandID12903,raceID57,driverID23,7,8,8,0
driverStandID12902,raceID57,driverID26,0,17,17,0
driverStandID12901,raceID57,driverID2,5,12,12,0
driverStandID12900,raceID57,driverID24,0,18,18,0
driverStandID12899,raceID57,driverID14,1,14,14,0
driverStandID12898,raceID57,driverID13,15,5,5,0
driverStandID12897,raceID57,driverID32,1,15,15,0
driverStandID12896,raceID57,driverID3,4,13,13,0
driverStandID12895,raceID57,driverID17,6,10,10,0
driverStandID12894,raceID57,driverID31,15,6,6,0
driverStandID12893,raceID57,driverID18,13,7,7,0
driverStandID12892,raceID57,driverID8,23,3,3,0
driverStandID12891,raceID57,driverID30,31,2,2,2
driverStandID12890,raceID57,driverID4,44,1,1,2
driverStandID12933,raceID58,driverID34,0,22,22,0
driverStandID12932,raceID58,driverID27,0,19,19,0
driverStandID12931,raceID58,driverID35,6,12,12,0
driverStandID12930,raceID58,driverID21,24,4,4,1
driverStandID12929,raceID58,driverID11,0,21,21,0
driverStandID12928,raceID58,driverID33,0,20,20,0
driverStandID12927,raceID58,driverID15,0,16,16,0
driverStandID12926,raceID58,driverID22,8,8,8,0
driverStandID12925,raceID58,driverID23,7,9,9,0
driverStandID12924,raceID58,driverID26,0,17,17,0
driverStandID12923,raceID58,driverID2,6,10,10,0
driverStandID12922,raceID58,driverID24,0,18,18,0
driverStandID12921,raceID58,driverID14,1,14,14,0
driverStandID12920,raceID58,driverID13,20,5,5,0
driverStandID12919,raceID58,driverID32,1,15,15,0
driverStandID12918,raceID58,driverID3,4,13,13,0
driverStandID12917,raceID58,driverID17,6,11,11,0
driverStandID12916,raceID58,driverID31,15,7,7,0
driverStandID12915,raceID58,driverID18,16,6,6,0
driverStandID12914,raceID58,driverID8,27,3,3,0
driverStandID12913,raceID58,driverID30,39,2,2,2
driverStandID12912,raceID58,driverID4,54,1,1,3
driverStandID12956,raceID59,driverID36,0,23,23,0
driverStandID12955,raceID59,driverID34,0,22,22,0
driverStandID12954,raceID59,driverID27,0,19,19,0
driverStandID12953,raceID59,driverID35,6,13,13,0
driverStandID12952,raceID59,driverID21,27,3,3,1
driverStandID12951,raceID59,driverID11,0,21,21,0
driverStandID12950,raceID59,driverID33,0,20,20,0
driverStandID12949,raceID59,driverID15,0,16,16,0
driverStandID12948,raceID59,driverID22,13,8,8,0
driverStandID12947,raceID59,driverID23,8,9,9,0
driverStandID12946,raceID59,driverID26,0,17,17,0
driverStandID12945,raceID59,driverID2,8,10,10,0
driverStandID12944,raceID59,driverID24,0,18,18,0
driverStandID12943,raceID59,driverID14,7,11,11,0
driverStandID12942,raceID59,driverID13,20,6,6,0
driverStandID12941,raceID59,driverID32,1,15,15,0
driverStandID12940,raceID59,driverID3,4,14,14,0
driverStandID12939,raceID59,driverID17,6,12,12,0
driverStandID12938,raceID59,driverID31,23,5,5,0
driverStandID12937,raceID59,driverID18,16,7,7,0
driverStandID12936,raceID59,driverID8,27,4,4,0
driverStandID12935,raceID59,driverID30,43,2,2,2
driverStandID12934,raceID59,driverID4,64,1,1,4
driverStandID12979,raceID60,driverID36,0,23,23,0
driverStandID12978,raceID60,driverID34,0,22,22,0
driverStandID12977,raceID60,driverID27,0,19,19,0
driverStandID12976,raceID60,driverID35,7,12,12,0
driverStandID12975,raceID60,driverID21,32,4,4,1
driverStandID12974,raceID60,driverID11,0,21,21,0
driverStandID12973,raceID60,driverID33,0,20,20,0
driverStandID12972,raceID60,driverID15,0,16,16,0
driverStandID12971,raceID60,driverID22,13,8,8,0
driverStandID12970,raceID60,driverID23,8,10,10,0
driverStandID12969,raceID60,driverID26,0,17,17,0
driverStandID12968,raceID60,driverID2,10,9,9,0
driverStandID12967,raceID60,driverID24,0,18,18,0
driverStandID12966,raceID60,driverID14,7,11,11,0
driverStandID12965,raceID60,driverID13,24,6,6,0
driverStandID12964,raceID60,driverID32,1,15,15,0
driverStandID12963,raceID60,driverID3,4,14,14,0
driverStandID12962,raceID60,driverID17,6,13,13,0
driverStandID12961,raceID60,driverID31,26,5,5,0
driverStandID12960,raceID60,driverID18,16,7,7,0
driverStandID12959,raceID60,driverID8,33,3,3,0
driverStandID12958,raceID60,driverID30,51,2,2,2
driverStandID12957,raceID60,driverID4,74,1,1,5
driverStandID13002,raceID61,driverID36,0,23,23,0
driverStandID13001,raceID61,driverID34,0,22,22,0
driverStandID13000,raceID61,driverID27,0,19,19,0
driverStandID12999,raceID61,driverID35,7,12,12,0
driverStandID12998,raceID61,driverID21,37,4,4,1
driverStandID12997,raceID61,driverID11,0,21,21,0
driverStandID12996,raceID61,driverID33,0,20,20,0
driverStandID12995,raceID61,driverID15,3,15,15,0
driverStandID12994,raceID61,driverID22,13,8,8,0
driverStandID12993,raceID61,driverID23,8,10,10,0
driverStandID12992,raceID61,driverID26,0,17,17,0
driverStandID12991,raceID61,driverID2,12,9,9,0
driverStandID12990,raceID61,driverID24,0,18,18,0
driverStandID12989,raceID61,driverID14,8,11,11,0
driverStandID12988,raceID61,driverID13,28,5,5,0
driverStandID12987,raceID61,driverID32,1,16,16,0
driverStandID12986,raceID61,driverID3,4,14,14,0
driverStandID12985,raceID61,driverID17,6,13,13,0
driverStandID12984,raceID61,driverID31,26,6,6,0
driverStandID12983,raceID61,driverID18,16,7,7,0
driverStandID12982,raceID61,driverID8,39,3,3,0
driverStandID12981,raceID61,driverID30,59,2,2,2
driverStandID12980,raceID61,driverID4,84,1,1,6
driverStandID13025,raceID62,driverID36,0,23,23,0
driverStandID13024,raceID62,driverID34,0,22,22,0
driverStandID13023,raceID62,driverID27,0,19,19,0
driverStandID13022,raceID62,driverID35,7,13,13,0
driverStandID13021,raceID62,driverID21,43,3,3,1
driverStandID13020,raceID62,driverID11,0,21,21,0
driverStandID13019,raceID62,driverID33,0,20,20,0
driverStandID13018,raceID62,driverID15,8,12,12,0
driverStandID13017,raceID62,driverID22,16,8,8,0
driverStandID13016,raceID62,driverID23,8,11,11,0
driverStandID13015,raceID62,driverID26,0,18,18,0
driverStandID13014,raceID62,driverID2,12,9,9,0
driverStandID13013,raceID62,driverID24,1,16,16,0
driverStandID13012,raceID62,driverID14,10,10,10,0
driverStandID13011,raceID62,driverID13,36,5,5,0
driverStandID13010,raceID62,driverID32,1,17,17,0
driverStandID13009,raceID62,driverID3,4,15,15,0
driverStandID13008,raceID62,driverID17,6,14,14,0
driverStandID13007,raceID62,driverID31,26,6,6,0
driverStandID13006,raceID62,driverID18,16,7,7,0
driverStandID13005,raceID62,driverID8,39,4,4,0
driverStandID13004,raceID62,driverID30,69,2,2,3
driverStandID13003,raceID62,driverID4,88,1,1,6
driverStandID13049,raceID63,driverID37,2,16,16,0
driverStandID13048,raceID63,driverID36,0,24,24,0
driverStandID13047,raceID63,driverID34,0,23,23,0
driverStandID13046,raceID63,driverID27,0,20,20,0
driverStandID13045,raceID63,driverID35,7,13,13,0
driverStandID13044,raceID63,driverID21,46,3,3,1
driverStandID13043,raceID63,driverID11,0,22,22,0
driverStandID13042,raceID63,driverID33,0,21,21,0
driverStandID13041,raceID63,driverID15,8,12,12,0
driverStandID13040,raceID63,driverID22,16,8,8,0
driverStandID13039,raceID63,driverID23,13,9,9,0
driverStandID13038,raceID63,driverID26,0,19,19,0
driverStandID13037,raceID63,driverID2,13,10,10,0
driverStandID13036,raceID63,driverID24,1,17,17,0
driverStandID13035,raceID63,driverID14,10,11,11,0
driverStandID13034,raceID63,driverID13,42,5,5,0
driverStandID13033,raceID63,driverID32,1,18,18,0
driverStandID13032,raceID63,driverID3,4,15,15,0
driverStandID13031,raceID63,driverID17,6,14,14,0
driverStandID13030,raceID63,driverID31,26,6,6,0
driverStandID13029,raceID63,driverID18,16,7,7,0
driverStandID13028,raceID63,driverID8,43,4,4,0
driverStandID13027,raceID63,driverID30,79,2,2,4
driverStandID13026,raceID63,driverID4,96,1,1,6
driverStandID13073,raceID64,driverID37,2,16,16,0
driverStandID13072,raceID64,driverID36,0,24,24,0
driverStandID13071,raceID64,driverID34,0,23,23,0
driverStandID13070,raceID64,driverID27,0,20,20,0
driverStandID13069,raceID64,driverID35,7,13,13,0
driverStandID13068,raceID64,driverID21,49,4,4,1
driverStandID13067,raceID64,driverID11,0,22,22,0
driverStandID13066,raceID64,driverID33,0,21,21,0
driverStandID13065,raceID64,driverID15,10,12,12,0
driverStandID13064,raceID64,driverID22,16,8,8,0
driverStandID13063,raceID64,driverID23,13,9,9,0
driverStandID13062,raceID64,driverID26,0,19,19,0
driverStandID13061,raceID64,driverID2,13,10,10,0
driverStandID13060,raceID64,driverID24,1,18,18,0
driverStandID13059,raceID64,driverID14,10,11,11,0
driverStandID13058,raceID64,driverID13,50,3,3,0
driverStandID13057,raceID64,driverID32,2,17,17,0
driverStandID13056,raceID64,driverID3,4,15,15,0
